ID,Gruppo,_DataOraIncidente,_Localizzazione1,_Localizzazione2,Strada02,Strada1,Strada2,Chilometrica,DaSpecificare,_NaturaIncidente,_ParticolaritaStrade,_TipoStrada,_FondoStradale,_Pavimentazione,_Segnaletica,_CondizioneAtmosferica,_Traffico,_Visibilita,_Illuminazione,NUM_FERITI,_NUM_RISERVATA,_NUM_MORTI,_NUM_ILLESI,Longitudine,Latitudine,CONFERMATO
2705851,11,22/02/2016 15:20:00,Strada Urbana,in corrispondenza,del civico n.,VIALE GIUSTINIANO IMPERATORE,,264,,Veicolo in marcia contro veicoli fermi,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,248,716","4,185,495",False
2706170,4,22/02/2016 15:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DEI PRATI FISCALI,,253,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,"125,157","4,194,597",False
2706269,20,22/02/2016 15:30:00,Strada Urbana,all'intersezione con,VIA BAGNOREGIO,VIA MONTEFIASCONE,VIA BAGNOREGIO,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,,,False
2706245,5,22/02/2016 15:35:00,Strada Urbana,in corrispondenza,del civico n.,VIA GIULIO CURIONI,,70,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,"1,253,289","4,192,353",True
2705845,13,22/02/2016 15:45:00,Strada Urbana,all'intersezione con,VIA BENEDETTA CAPPA MARINETTI,VIA DOMENICO PURIFICATO,VIA BENEDETTA CAPPA MARINETTI,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,1,"1,236,619","4,177,306",False
2705908,8,22/02/2016 16:00:00,Strada Urbana,in corrispondenza,del civico n.,VIA SAN BIAGIO PLATANI,,74,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Con buche,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,1,,,False
2705970,19,22/02/2016 16:00:00,Strada Urbana,all'intersezione con,VIA DELLE CALASANZIANE,VIA MATTIA BATTISTINI,VIA DELLE CALASANZIANE,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,1,0,1,"124,185","4,191,854",False
2705961,5,22/02/2016 16:00:00,Strada Urbana,all'intersezione con,VIA LORETO,VIA MORROVALLE,VIA LORETO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,1,"1,258,495","4,193,881",False
2705942,15,22/02/2016 16:15:00,Strada Urbana,all'intersezione con,VIA CAMPAGNATICO,VIALE VENTIMIGLIA,VIA CAMPAGNATICO,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,3,"1,243,838","4,184,095",True
2724748,18,22/02/2016 16:15:00,Strada Urbana,da specificare,,VIA DI CASAL DEL MARMO,,,650,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,5,"1,238,894","419,421",True
2706236,13,22/02/2016 16:15:00,Strada Urbana,in corrispondenza,del civico n.,VIA CARLO ALBIZZATI,,451,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,"1,233,206","4,178,063",False
2706427,20,22/02/2016 16:30:00,Regionale,in corrispondenza,del civico n.,VIA CASSIA,,1867,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2705534,10,22/02/2016 16:55:00,Strada Urbana,da specificare,,VIA ANAGNINA,,,svicolo Frascati-Grottaferrata,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,,,False
2705981,19,22/02/2016 16:55:00,Strada Urbana,all'intersezione con,VIA DEL CASALE PIOMBINO,VIALE CORTINA D'AMPEZZO,VIA DEL CASALE PIOMBINO,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,3,"1,243,451","4,194,189",False
2705911,8,22/02/2016 17:00:00,Strada Urbana,in corrispondenza,del civico n.,VIA VILLABATE,,198,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"1,264,869","4,186,812",True
2705886,8,22/02/2016 17:15:00,Statale entro l'abitato,in prossimit•À_,del civico n.,VIA CASILINA,,2121,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,3,"1,269,408","4,186,387",True
2705960,12,22/02/2016 17:30:00,Regionale,da specificare,,VIA PONTINA NUOVA,,,"altezza Km. 22,900 (Direzione Roma)",Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,1,0,0,0,"1,249,637","4,190,278",True
2706195,4,22/02/2016 17:40:00,Strada Urbana,da specificare,,PIAZZA MARIANNA BENTI BULGARELLI,,,prossimit•À_ VIA VIRGILIO TALLI,Veicolo in marcia contro veicolo fermo,Rotatoria,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,"1,251,924","4,196,487",False
2705964,5,22/02/2016 17:45:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DI TOR CERVARA,,48,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,1,"1,258,674","4,192,901",False
2706532,3,22/02/2016 18:00:00,Strada Urbana,all'intersezione con,VIA ALESSANDRO TORLONIA,VIA NOMENTANA,VIA ALESSANDRO TORLONIA,,,Tamponamento,Intersezione semaforizzata,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Sufficiente,0,0,0,3,,,False
2705902,8,22/02/2016 18:00:00,Strada Urbana,all'intersezione con,PIAZZA LORENZO NOTTOLINI,VIALE FRANCESCO CALTAGIRONE,PIAZZA LORENZO NOTTOLINI,,,Scontro laterale fra veicoli in marcia,Rotatoria,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,"1,265,512","41,909",False
2705966,10,22/02/2016 18:00:00,Strada Urbana,all'intersezione con,VIA TUSCOLANA,CIRCONVALLAZIONE TUSCOLANA,VIA TUSCOLANA,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,3,"1,256,974","4,185,228",False
2705895,13,22/02/2016 18:10:00,Strada Urbana,all'intersezione con,VIA PUNTA SANT'ELIA,VIALE DEI PROMONTORI,VIA PUNTA SANT'ELIA,,,Investimento di pedone,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,1,"1,225,629","4,173,816",False
2705998,19,22/02/2016 18:20:00,Strada Urbana,da specificare,,VIA DELLA STORTA,,,prossimit•À_ intersezione V. Casal D'Antoni,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Sufficiente,2,0,0,3,"1,235,071","4,194,181",False
2705972,5,22/02/2016 18:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA TIBURTINA,,1492,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Insufficiente,Insufficiente,0,0,0,0,"1,263,445","4,194,061",False
2705666,9,22/02/2016 18:45:00,Strada Urbana,da specificare,,PIAZZA DI PONTE LUNGO,,,FRONTE VIA ADRIA (CARREGGIATA CENTRALE),Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2705899,8,22/02/2016 18:45:00,Strada Urbana,all'intersezione con,VIA ANTONIO INGEGNOLI,VIA CASILINA,VIA ANTONIO INGEGNOLI,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,"1,260,933","4,186,405",False
2705920,8,22/02/2016 18:50:00,Strada Urbana,da specificare,,VIALE DEI ROMANISTI,,,prossimit•À_ Via Cassioli,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,1,"1,257,733","4,186,753",True
2705892,8,22/02/2016 19:00:00,,in prossimit•À_,del civico n.,VIALE FRANCESCO CALTAGIRONE,,442,,Tamponamento Multiplo,,,,,,,,,,1,0,0,1,,,False
2706071,13,22/02/2016 19:05:00,Strada Urbana,da specificare,,VIA DI MACCHIA SAPONARA,,,altezza Via Aristonico d'Alessandria,Tamponamento Multiplo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,4,"1,235,779","4,176,722",False
2706387,20,22/02/2016 19:15:00,,da specificare,,VIALE TOMMASO TITTONI,,,prossimit•À_ Viale A. Blank,Veicolo in marcia contro ostacolo fisso,,,,,,,,,,0,0,0,2,,,False
2706216,2,22/02/2016 19:15:00,,in prossimit•À_,del civico n.,VIA SALARIA,,265,,Investimento di pedone,,,,,,,,,,2,0,0,0,,,False
2705916,8,22/02/2016 19:20:00,Strada Urbana,da specificare,,VIA DI TOR BELLA MONACA,,,circa 100 mt dopo Via Quaglia dir GRA,Tamponamento,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,1,"1,262,813","4,187,636",False
2706096,1,22/02/2016 19:25:00,Strada Urbana,in prossimit•À_,del palo luce n.,PIAZZA DI PORTA S. GIOVANNI,,63,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,2,,,False
2705968,1,22/02/2016 20:00:00,Strada Urbana,all'intersezione semaforizzata con,PIAZZA GIUSEPPE GIOACHINO BELLI,LUNGOTEVERE RAFFAELLO SANZIO,PIAZZA GIUSEPPE GIOACHINO BELLI,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,,,False
2706226,4,22/02/2016 20:15:00,Strada Urbana,all'intersezione semaforizzata con,VIALE TIRRENO,VIA MARTANA,VIALE TIRRENO,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,1,"12,529","4,193,927",False
2706150,13,22/02/2016 20:20:00,,all'intersezione con,VIA GIULIO BAS,VIA ERMANNO WOLF FERRARI,VIA GIULIO BAS,,,Tamponamento,,,,,,,,,,0,0,0,2,,,False
2706220,2,22/02/2016 20:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA GIACINTA PEZZANA,,25,,Veicolo in marcia contro veicolo in sosta,Curva a visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,1,"1,249,481","4,193,115",True
2708589,3,22/02/2016 21:40:00,Strada Urbana,in corrispondenza,del civico n.,VIA DELLE ISOLE,,1,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,4,"1,250,822","4,191,681",True
2705866,6,22/02/2016 21:40:00,,in prossimit•À_,del civico n.,VIA PRENESTINA,,42,,Tamponamento,,,,,,,,,,1,0,0,1,,,False
2706114,13,22/02/2016 22:40:00,Strada Urbana,in corrispondenza,del civico n.,VIA DI BAGNOLETTO,,97,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,3,"1,232,122","4,178,677",False
2705951,5,22/02/2016 23:10:00,Strada Urbana,all'intersezione con,VIA CARLO ARTURO JEMOLO,VIA ALDO SANDULLI,VIA CARLO ARTURO JEMOLO,,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,0,2,"1,258,638","4,194,851",False
2706309,18,23/02/2016 05:15:00,Strada Urbana,all'intersezione semaforizzata con,VIA DI BOCCEA,PIAZZA DEI GIURECONSULTI,VIA DI BOCCEA,,,Veicolo in marcia contro ostacolo fisso,Intersezione semaforizzata,Una carreggiata a doppio senso,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,,,False
2706422,1,23/02/2016 06:00:00,Strada Urbana,all'intersezione semaforizzata con,VIA FLORIDA,LARGO ARENULA,VIA FLORIDA,,,Veicolo in marcia contro ostacolo fisso,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,"1,247,642","4,189,488",True
2707520,5,23/02/2016 06:15:00,Strada Urbana,in prossimit•À_,del civico n.,VIA DI TOR CERVARA,,65,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a doppio senso,Bagnato (brina),Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,,,False
2707398,5,23/02/2016 06:50:00,Strada Urbana,da specificare,,NUOVA CIRCONVALLAZIONE INTERNA,,,tratto A24 - imbocco galleria dir. Salaria,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,"1,253,391","4,190,779",True
2707454,8,23/02/2016 07:20:00,Strada Urbana,all'intersezione con,VIA MESORACA,VIA BORGHESIANA,VIA MESORACA,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Buona,Ore Diurne,0,0,0,3,"1,267,385","4,186,955",True
2707404,5,23/02/2016 07:35:00,Strada Urbana,in prossimit•À_,del civico n.,VIA TIBURTINA,,457-459,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Temporanea di cantiere,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,1,"1,253,822","4,190,855",True
2707188,16,23/02/2016 07:35:00,Strada Urbana,in prossimit•À_,del civico n.,VIALE DEI COLLI PORTUENSI,,604,,Tamponamento,Rettilineo,Due carreggiate,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,244,307","4,186,091",True
2707032,15,23/02/2016 07:40:00,Strada Urbana,all'intersezione con,VIA ALESSANDRO BRISSE,VIA PORTUENSE,VIA ALESSANDRO BRISSE,,,Infortunio per sola frenata improvvisa,Incrocio,Una carreggiata a doppio senso,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,240,939","4,184,342",False
2706006,4,23/02/2016 07:45:00,Strada Urbana,da specificare,,VIA DELLE ISOLE CURZOLANE,,,prossimit•À_ via Monte Canda,Investimento di pedone,Rettilineo,Due carreggiate,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2707443,8,23/02/2016 07:45:00,Strada Urbana,all'intersezione con,VIALE MARIO PASTORE,VIA DI PASSOLOMBARDO,VIALE MARIO PASTORE,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,6,"1,262,939","4,184,247",True
2708554,18,23/02/2016 08:15:00,Strada Urbana,all'intersezione con,VIA AGOSTINO RICHELMY,VIA ANASTASIO II,VIA AGOSTINO RICHELMY,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Pi•À_ di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,0,0,0,2,"1,244,257","4,189,875",True
2706187,2,23/02/2016 08:45:00,Strada Urbana,in prossimit•À_,del civico n.,VIALE PARIOLI,,89,,Investimento di pedone,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,0,,,False
2707726,2,23/02/2016 09:00:00,,in prossimit•À_,del civico n.,VIALE DELLE BELLE ARTI,,4,,Scontro laterale fra veicoli in marcia,,,,,,,,,,1,0,0,2,,,False
2706543,13,23/02/2016 09:00:00,Strada Urbana,in prossimit•À_,del civico n.,VIA MASSIMO TROISI,,15,,Scontro frontale/laterale SX fra veicoli in marcia,Pendenza,Una carreggiata a doppio senso,Bagnato (umidit•À_ in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,"123,908","4,178,571",False
2706801,12,23/02/2016 09:05:00,Strada Urbana,da specificare,,QUADRATO DELLA CONCORDIA,,,all'altezza di Via Pasteur,Veicolo in marcia contro ostacolo fisso,Rettilineo,Due carreggiate,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,"1,246,581","4,183,608",True
2707450,8,23/02/2016 09:35:00,Strada Urbana,all'intersezione con,VIA DI TORRE SPACCATA,VIALE DEI ROMANISTI,VIA DI TORRE SPACCATA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Bagnato (umidit•À_ in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,258,617","4,186,523",True
2707437,5,23/02/2016 09:45:00,Statale entro l'abitato,in prossimit•À_,del civico n.,VIA TIBURTINA,,655,,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,254,819","4,191,019",True
2707730,2,23/02/2016 09:45:00,Strada Urbana,all'intersezione con,VIA CHIANA,VIA FUCINO,VIA CHIANA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2706211,9,23/02/2016 09:50:00,Strada Urbana,in prossimit•À_,del civico n.,VIA MACEDONIA,,41,,Infortunio per sola frenata improvvisa,Rettilineo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2707374,10,23/02/2016 09:55:00,,all'intersezione con,VIA DELLO SCALO DELLE CAPANNELLE,VIA DELLE CAPANNELLE,VIA DELLO SCALO DELLE CAPANNELLE,,,Scontro frontale/laterale SX fra veicoli in marcia,,,,,,,,,,0,0,0,2,"1,256,808","4,183,116",False
2707861,16,23/02/2016 11:00:00,Strada Urbana,in prossimit•À_,del civico n.,VIA PORTUENSE,,86,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,"1,246,854","4,187,882",False
2706805,12,23/02/2016 11:00:00,Strada Urbana,in prossimit•À_,del civico n.,VIA MONTAIGNE,,1,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,"1,247,313","4,183,308",True
2707048,15,23/02/2016 11:15:00,Strada Urbana,in prossimit•À_,del civico n.,VIA PORTUENSE,,466,,Tamponamento,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,244,979","4,185,902",False
2708604,3,23/02/2016 11:15:00,,all'intersezione con,VIA CESARE DE LOLLIS,VIA DEI MARRUCINI,VIA CESARE DE LOLLIS,,,Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,0,0,0,2,,,False
2706716,1,23/02/2016 11:40:00,Strada Urbana,in corrispondenza,del civico n.,PIAZZA DELL'INDIPENDENZA,,4,,Tamponamento,Curva a visuale libera,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2707735,2,23/02/2016 11:45:00,Strada Urbana,in prossimit•À_,del civico n.,PIAZZA GONDAR,,20,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2706841,7,23/02/2016 12:00:00,Strada Urbana,all'intersezione con,VIA DI TOR CERVARA,VIA RAFFAELE COSTI,VIA DI TOR CERVARA,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,258,861","4,190,876",True
2707539,7,23/02/2016 12:20:00,Strada Urbana,in prossimit•À_,del palo luce n.,VIA CASILINA,,322,,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2707431,8,23/02/2016 13:00:00,Strada Urbana,all'intersezione con,VIA GIOVANNI CICALI,VIA GUSTAVO COLONNETTI,VIA GIOVANNI CICALI,,,Scontro laterale fra veicoli in marcia,Rotatoria,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,265,032","4,191,143",False
2707848,1,23/02/2016 13:15:00,Strada Urbana,in corrispondenza,del civico n.,VIA MARMORATA,,53,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2707179,15,23/02/2016 14:00:00,,in prossimit•À_,del civico n.,VIA DI PIETRA PAPA,,39,,Veicolo in marcia contro veicoli in sosta,,,,,,,,,,0,0,0,0,"124,669","418,689",False
2707918,1,23/02/2016 14:15:00,Strada Urbana,in prossimit•À_,del civico n.,PIAZZA AUGUSTO IMPERATORE,,30,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2707499,20,23/02/2016 14:20:00,Strada Urbana,in prossimit•À_,del civico n.,VIALE CORTINA D'AMPEZZO,,194,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,1,,,False
2706694,10,23/02/2016 14:30:00,Strada Urbana,in prossimit•À_,del civico n.,VIA TUSCOLANA,,976,,Investimento di pedone,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2707436,8,23/02/2016 14:35:00,Provinciale entro l'abitato,in prossimit•À_,del civico n.,VIA PRENESTINA,,1091,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,"126,235","4,189,284",False
2707803,1,23/02/2016 14:40:00,Strada Urbana,in prossimit•À_,del civico n.,PIAZZA DELL'OROLOGIO,,1,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Acciotolata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,,,False
2707706,17,23/02/2016 14:45:00,Strada Urbana,in prossimit•À_,del civico n.,VIA ANGELO EMO,,144,,Tamponamento,,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,"1,244,382","4,190,332",False
2707639,4,23/02/2016 14:50:00,Strada Urbana,all'intersezione con,VIA EMILIO DE MARCHI,VIA NOMENTANA,VIA EMILIO DE MARCHI,,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,2,"125,432","4,193,771",False
2707916,13,23/02/2016 15:15:00,,da specificare,,VIA OSTIENSE,,,"altezza km 19,100 via del Mare",Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,0,0,0,2,,,False
2707453,11,23/02/2016 15:20:00,Strada Urbana,all'intersezione con,VIA DEI GEORGOFILI,VIA DELL'ARCADIA,VIA DEI GEORGOFILI,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,"1,249,212","4,185,328",False
