_IDProtocollo,_IDVeicolo,_Progressivo,_TipoPersona,_AnnoNascita,_Sesso,_TipoLesione,_Deceduto,_CinturaCascoUtilizzato,_DecedutoDopo,__prefix,_Airbag
2606703,1013707,2,Conducente,1970,M,Rimandato,False,,NON DECEDUTO,z,
2606706,1013654,1,Conducente,1984,M,Rimandato,False,,NON DECEDUTO,z,
2606708,1013708,1,Conducente,1965,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606744,1013658,1,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2606776,1013666,1,Conducente,1992,M,Ricoverato,False,Utilizzato,NON DECEDUTO,z,
2606806,1013676,1,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2606806,1013682,2,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606845,1013690,1,Conducente,1971,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2606862,1013696,1,Conducente,1956,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2606862,1013703,2,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2606982,1013732,2,Conducente,1958,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2606993,1013731,1,Conducente,1967,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2606993,1013734,2,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2607081,1013743,1,Conducente,1985,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesistente
2607081,1013743,1,Passeggero,1985,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2607264,1013779,2,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2607264,1013779,2,Passeggero,1974,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2607300,1013780,2,Passeggero,1978,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2607375,1013798,1,Conducente,1979,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2607401,1013817,2,Conducente,1987,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2607447,1013828,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2607561,1013840,1,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2607618,1014110,2,Conducente,1995,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2607842,1013888,2,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2607842,1013888,2,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2607842,1013888,2,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2607863,1013935,2,Conducente,1964,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2607901,1013940,1,Conducente,1981,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2607909,1013907,3,Conducente,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2607913,1014135,2,Conducente,1971,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2607917,1013905,1,Conducente,1953,M,Rimandato,False,,NON DECEDUTO,z,
2607933,1014138,1,Conducente,1961,M,Rimandato,False,,NON DECEDUTO,z,
2608337,1013983,2,Conducente,1997,M,Ricoverato,False,Utilizzato,NON DECEDUTO,z,
2608381,1013986,2,Conducente,1972,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2608386,1013990,2,Conducente,1988,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2608400,1013996,2,Conducente,1964,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2608414,1013995,1,Conducente,2001,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2608414,1014000,2,Passeggero,1947,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2608452,1014002,1,Conducente,1945,M,Rimandato,False,Esente,NON DECEDUTO,z,
2608461,1014005,1,Passeggero,2008,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2608461,1014005,1,Conducente,1983,F,Prognosi riservata,False,Non accertato,NON DECEDUTO,z,Esploso
2608461,1014011,2,Conducente,1946,F,Prognosi riservata,False,Non accertato,NON DECEDUTO,z,Esploso
2608462,1014008,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2608488,1014023,2,Passeggero,0,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2608488,1014023,2,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2608546,1014038,2,Passeggero,1970,F,Rimandato,False,,NON DECEDUTO,z,
2608593,1014053,1,Conducente,1988,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2608593,1014060,2,Conducente,1975,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2608879,1014273,1,Passeggero,1994,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2608983,1014148,1,Passeggero,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2608983,1014151,2,Passeggero,1993,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2608983,1014151,2,Conducente,1989,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2608991,1014153,2,Conducente,1976,M,Rimandato,False,,NON DECEDUTO,z,
2609015,1014159,1,Conducente,2000,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2609040,1014873,1,Passeggero,1929,F,Rimandato,False,,NON DECEDUTO,z,
2609040,1014904,2,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,
2609040,1014904,2,Passeggero,1994,M,Rimandato,False,,NON DECEDUTO,z,
2609040,1014904,2,Passeggero,1980,M,Rimandato,False,,NON DECEDUTO,z,
2609054,1014168,1,Conducente,1963,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609061,1014169,1,Conducente,1998,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609065,1014172,1,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609065,1014172,1,Passeggero,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609085,1014178,1,Conducente,1992,M,Rimandato,False,,NON DECEDUTO,z,
2609096,1014180,1,Conducente,1964,M,Ricoverato,False,,NON DECEDUTO,z,
2609097,1014183,3,Passeggero,1987,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2609138,1014188,1,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609325,1014221,2,Conducente,1961,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2609389,1014232,1,Conducente,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2609655,1014270,1,Conducente,1959,M,Rifiuta cure immediate,False,Utilizzato,NON DECEDUTO,z,
2609666,1014351,1,Conducente,1974,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609735,1014366,1,Conducente,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609739,1014294,2,Conducente,1973,M,Rimandato,False,,NON DECEDUTO,z,
2609753,1026280,3,Conducente,1968,M,Rimandato,False,Esente,NON DECEDUTO,z,
2609776,1014307,1,Conducente,0,M,Ricoverato,False,,NON DECEDUTO,z,
2609787,1014314,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2609787,1014314,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2609815,1014344,2,Conducente,1965,M,Rimandato,False,,NON DECEDUTO,z,
2609820,1014327,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2609867,1014347,2,Passeggero,2003,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2609920,1014361,1,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2609971,1014378,1,Conducente,1992,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2609971,1014384,2,Passeggero,1990,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2609971,1014384,2,Conducente,1991,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2610011,1014395,2,Conducente,1967,M,Rimandato,False,Esente,NON DECEDUTO,z,
2610018,1014403,1,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2610027,1014402,1,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2610046,1014414,2,Conducente,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2610051,1014412,1,Conducente,1984,F,Rimandato,False,,NON DECEDUTO,z,
2610070,1014419,1,Conducente,1967,M,Rimandato,False,,NON DECEDUTO,z,
2610087,1014429,2,Conducente,1970,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2610118,1014447,1,Conducente,1966,M,Rimandato,False,,NON DECEDUTO,z,
2610152,1014481,2,Conducente,1980,M,Rimandato,False,,NON DECEDUTO,z,
2610183,1014484,2,Passeggero,2009,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2610193,1014483,1,Conducente,1987,M,Rimandato,False,,NON DECEDUTO,z,
2610414,1014521,1,Conducente,1971,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2610434,1014532,2,Conducente,1970,F,Rimandato,False,,NON DECEDUTO,z,
2610623,1014809,2,Conducente,1982,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2610883,1014685,1,Passeggero,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2610892,1014691,1,Conducente,1974,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2610893,1014694,1,Conducente,1968,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2610893,1014696,3,Conducente,1940,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2611130,1014725,1,Conducente,1964,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2611153,1014811,1,Conducente,1937,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2611278,1014738,1,Conducente,1964,M,Rimandato,False,,NON DECEDUTO,z,
2611350,1014745,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2611350,1014745,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2611351,1014746,1,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2611570,1014805,2,Conducente,1960,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2611601,1027651,3,Conducente,1985,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2611602,1014815,1,Conducente,1989,M,Rimandato,False,,NON DECEDUTO,z,
2611632,1014813,2,Conducente,1990,M,Rimandato,False,,NON DECEDUTO,z,
2611712,1014832,1,Conducente,1968,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2611716,1014827,1,Conducente,1994,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2611716,1014833,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2611737,1014835,1,Passeggero,1990,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2611737,1014835,1,Conducente,1983,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2611739,1014840,2,Conducente,1983,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2611823,1014861,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2611823,1014861,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2611823,1014861,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2611823,1014864,2,Conducente,1979,M,Rimandato,False,,NON DECEDUTO,z,
2611864,1014869,2,Conducente,1934,M,Prognosi riservata,False,Esente,NON DECEDUTO,z,
2611880,1014881,2,Passeggero,2008,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2611880,1014881,2,Conducente,1971,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2611882,1014911,2,Conducente,1985,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2611885,1014875,1,Conducente,1975,M,Rimandato,False,,NON DECEDUTO,z,
2611919,1014899,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2611926,1014895,1,Conducente,1983,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2611933,1014909,2,Conducente,1994,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2611971,1014917,1,Conducente,1983,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2612013,1014935,1,Passeggero,1980,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2612013,1014935,1,Conducente,1973,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2612029,1014944,1,Conducente,1984,F,Rimandato,False,,NON DECEDUTO,z,
2612079,1014956,1,Conducente,1988,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2612128,1014984,2,Conducente,1967,M,Rimandato,False,,NON DECEDUTO,z,
2612228,1015023,1,Passeggero,1968,F,Rimandato,False,,NON DECEDUTO,z,
2612228,1015023,1,Conducente,1966,M,Rimandato,False,,NON DECEDUTO,z,
2612267,1015423,1,Conducente,1974,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2612360,1015051,2,Conducente,1970,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2612386,1015059,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2612427,1015066,1,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2612427,1015073,2,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2612507,1015099,2,Conducente,1985,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2612538,1015112,1,Conducente,1996,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2612538,1015112,1,Passeggero,1996,F,Rimandato,False,,NON DECEDUTO,z,
2612682,1015135,1,Conducente,1971,M,Rimandato,False,,NON DECEDUTO,z,
2612682,1015138,2,Passeggero,2004,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2612773,1015155,2,Conducente,1968,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2613153,1015253,2,Conducente,1982,M,Rimandato,False,Esente,NON DECEDUTO,z,
2613176,1015261,2,Conducente,1980,M,Rimandato,False,,NON DECEDUTO,z,
2613184,1015254,1,Conducente,1942,M,Rimandato,False,,NON DECEDUTO,z,
2613189,1015345,2,Conducente,1977,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2613203,1015256,1,Conducente,1954,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613203,1015262,2,Conducente,1957,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2613221,1015267,2,Conducente,1957,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesistente
2613223,1015258,1,Passeggero,1946,F,Rimandato,False,,NON DECEDUTO,z,
2613227,1015390,1,Passeggero,1962,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2613227,1015403,2,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613228,1015270,1,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613228,1015276,2,Conducente,1955,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613229,1015634,1,Conducente,1980,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2613277,1015272,1,Conducente,1967,M,Rimandato,False,,NON DECEDUTO,z,
2613279,1015274,2,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613279,1015275,3,Conducente,1982,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613364,1015284,1,Passeggero,1937,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613364,1015286,2,Passeggero,1983,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2613369,1015293,1,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2613370,1015292,1,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2613370,1015296,2,Conducente,1973,M,Rimandato,False,,NON DECEDUTO,z,
2613370,1015296,2,Passeggero,1983,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613385,1015304,2,Passeggero,1983,F,Rimandato,False,,NON DECEDUTO,z,
2613385,1015304,2,Passeggero,1990,M,Rimandato,False,,NON DECEDUTO,z,
2613385,1015304,2,Conducente,1986,M,Rimandato,False,,NON DECEDUTO,z,
2613387,1015302,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2613390,1015301,1,Conducente,1981,M,Rifiuta cure immediate,False,Esente,NON DECEDUTO,z,
2613435,1015324,2,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2613455,1015335,2,Conducente,1978,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2613458,1015350,2,Conducente,1951,M,Rimandato,False,,NON DECEDUTO,z,
2613465,1015375,1,Passeggero,1984,F,Rimandato,False,Esente,NON DECEDUTO,z,
2613476,1015339,2,Conducente,1990,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2613525,1015355,1,Passeggero,1995,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2613525,1015355,1,Conducente,1996,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2613528,1015353,1,Conducente,1978,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2613532,1015364,2,Conducente,1945,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2613564,1015368,2,Conducente,1969,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613600,1015388,2,Conducente,1974,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2613633,1015393,1,Conducente,1989,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2613642,1015396,1,Conducente,1951,M,Rimandato,False,,NON DECEDUTO,z,
2613750,1015430,1,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2613750,1015433,2,Passeggero,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613750,1015433,2,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613773,1015440,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2613847,1015445,1,Conducente,1969,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2613854,1015450,2,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2613894,1015465,2,Passeggero,1956,F,Rimandato,False,,NON DECEDUTO,z,
2613901,1015462,1,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2613903,1015486,2,Conducente,1970,M,Rimandato,False,,NON DECEDUTO,z,
2613948,1015485,1,Conducente,1982,M,Rimandato,False,,NON DECEDUTO,z,
2614003,1015488,1,Passeggero,1979,M,Rimandato,False,,NON DECEDUTO,z,
2614003,1015497,2,Conducente,1970,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614203,1015535,2,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614242,1015546,2,Passeggero,1959,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614281,1015554,2,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614322,1015569,4,Conducente,1973,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2614484,1015605,1,Conducente,1970,M,Prognosi riservata,False,Utilizzato,NON DECEDUTO,z,
2614606,1018707,1,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614606,1018716,3,Conducente,1964,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614612,1015616,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2614629,1015871,2,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614633,1015619,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614721,1015659,2,Conducente,1999,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614723,1015635,1,Conducente,1956,M,Rimandato,False,,NON DECEDUTO,z,
2614742,1015643,1,Conducente,1989,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2614751,1015648,2,Conducente,1996,M,Ricoverato,False,,NON DECEDUTO,z,
2614791,1015676,1,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614818,1015669,1,Conducente,1973,M,Rimandato,False,,NON DECEDUTO,z,
2614849,1015684,1,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614849,1015684,1,Passeggero,2014,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614894,1015683,1,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2614942,1015708,2,Conducente,1978,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2615022,1015720,1,Conducente,1954,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2615055,1015733,1,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,
2615089,1015759,2,Conducente,1965,F,Rimandato,False,,NON DECEDUTO,z,
2615172,1015781,1,Conducente,1949,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2615306,1015821,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2615316,1015815,2,Conducente,1957,M,Rimandato,False,,NON DECEDUTO,z,
2615392,1015830,1,Conducente,1996,M,Rimandato,False,,NON DECEDUTO,z,
2615430,1015840,1,Conducente,1966,F,Rimandato,False,,NON DECEDUTO,z,
2615634,1015886,1,Conducente,1972,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2615636,1015889,2,Passeggero,1994,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2615636,1015889,2,Conducente,1993,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2615644,1015888,1,Conducente,1977,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2615792,1015919,1,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2615792,1015922,2,Passeggero,1982,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2616134,1016035,1,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2616140,1016007,1,Conducente,1954,M,Rimandato,False,,NON DECEDUTO,z,
2616141,1016002,1,Conducente,1994,F,Rimandato,False,,NON DECEDUTO,z,
2616149,1016060,1,Conducente,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2616164,1016043,1,Conducente,1993,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2616179,1016041,2,Conducente,1974,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2616181,1016028,2,Conducente,1970,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2616183,1016020,1,Passeggero,1970,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2616658,1016108,1,Passeggero,1975,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2616687,1016112,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2616697,1016118,2,Conducente,1979,M,Rimandato,False,,NON DECEDUTO,z,
2616839,1016157,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2616895,1016178,3,Conducente,0,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2616905,1016189,2,Conducente,1995,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2616906,1016181,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2616919,1016190,2,Conducente,1984,M,Rimandato,False,,NON DECEDUTO,z,
2617001,1016217,1,Conducente,1987,M,Rimandato,False,,NON DECEDUTO,z,
2617026,1016234,1,Conducente,0,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2617266,1016276,2,Passeggero,1990,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2617274,1016282,2,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2617290,1016287,2,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617294,1016638,2,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617295,1016543,1,Conducente,1953,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617300,1016687,1,Conducente,1937,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2617306,1016289,1,Conducente,1974,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617320,1016297,2,Conducente,1994,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2617327,1016299,1,Conducente,1957,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617327,1016301,2,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617327,1016301,2,Passeggero,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617328,1016303,2,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617344,1016304,1,Conducente,1988,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2617346,1016305,1,Conducente,1966,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617349,1016894,2,Passeggero,1999,F,Rimandato,False,,NON DECEDUTO,z,Esploso
2617360,1016312,1,Conducente,1944,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617364,1016326,2,Conducente,1939,M,Rimandato,False,Esente,NON DECEDUTO,z,
2617365,1016328,2,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617372,1016324,2,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617396,1016329,1,Passeggero,1950,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2617396,1016332,2,Passeggero,1977,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Esploso
2617399,1016331,1,Passeggero,1962,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617424,1016339,1,Conducente,1981,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617427,1016341,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2617439,1016347,2,Conducente,1992,M,Rimandato,False,,NON DECEDUTO,z,Esploso
2617439,1016347,2,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2617445,1016346,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2617445,1016348,2,Conducente,1946,F,Rimandato,False,,NON DECEDUTO,z,
2617489,1016357,1,Conducente,1987,M,Rimandato,False,,NON DECEDUTO,z,
2617604,1016380,2,Conducente,1982,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2617610,1016377,1,Conducente,1959,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2617610,1016378,2,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2617610,1016378,2,Conducente,1984,F,Rimandato,False,,NON DECEDUTO,z,
2617851,1016413,2,Conducente,1991,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Esploso
2618209,1016489,1,Conducente,1996,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2618217,1016752,2,Conducente,1972,F,Rimandato,False,,NON DECEDUTO,z,
2618240,1016755,2,Conducente,1987,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
