_IDProtocollo,_IDVeicolo,_Progressivo,_TipoPersona,_AnnoNascita,_Sesso,_TipoLesione,_Deceduto,_CinturaCascoUtilizzato,_DecedutoDopo,__prefix,_Airbag
2586809,1008072,1,Conducente,1983,M,Rimandato,False,,NON DECEDUTO,z,
2586860,1008090,2,Conducente,1996,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2586869,1008094,2,Conducente,1961,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2586899,1008106,2,Conducente,1970,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2586902,1008099,1,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2586935,1008116,1,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2586951,1008126,2,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2586973,1008129,2,Conducente,1975,M,Rifiuta cure immediate,False,Utilizzato,NON DECEDUTO,z,
2587017,1008137,2,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2587017,1008137,2,Conducente,1954,M,Rimandato,False,,NON DECEDUTO,z,
2587039,1008143,1,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587039,1008146,2,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587044,1008145,1,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2587044,1008145,1,Passeggero,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2587055,1008170,2,Conducente,1961,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587065,1008161,2,Passeggero,1977,F,Rimandato,False,,NON DECEDUTO,z,
2587085,1008171,1,Conducente,1998,M,Rimandato,False,,NON DECEDUTO,z,
2587085,1008274,2,Conducente,1959,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587085,1008275,3,Passeggero,2002,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587085,1008275,3,Conducente,1961,M,Ricoverato,False,,NON DECEDUTO,z,
2587089,1008160,1,Conducente,1963,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2587114,1008180,1,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587141,1008188,1,Passeggero,1995,F,Rimandato,False,,NON DECEDUTO,z,
2587186,1008204,1,Conducente,1964,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2587190,1008244,2,Conducente,1966,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587259,1008232,1,Conducente,1984,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2587349,1008254,1,Conducente,1959,M,Ricoverato,False,,NON DECEDUTO,z,
2587624,1008293,1,Conducente,1961,M,Rimandato,False,,NON DECEDUTO,z,
2587761,1008322,2,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2587973,1008379,2,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2588146,1008419,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2588151,1008422,1,Conducente,1989,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2588151,1008438,2,Conducente,1957,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2588204,1008424,1,Passeggero,1977,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2588204,1008424,1,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2588204,1008429,2,Conducente,1976,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2588218,1008436,2,Conducente,1982,F,Rimandato,False,,NON DECEDUTO,z,
2588218,1008441,3,Conducente,1963,F,Rimandato,False,,NON DECEDUTO,z,
2588227,1008491,2,Conducente,1953,F,Rimandato,False,Esente,NON DECEDUTO,z,
2588301,1008450,1,Conducente,1940,M,Rimandato,False,,NON DECEDUTO,z,
2588462,1008495,1,Conducente,1984,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2588481,1008595,2,Passeggero,1947,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2588494,1008607,2,Conducente,1981,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588497,1008572,1,Conducente,1988,M,Rifiuta cure immediate,False,Utilizzato,NON DECEDUTO,z,
2588497,1008582,2,Conducente,1966,M,Rifiuta cure immediate,False,Esente,NON DECEDUTO,z,
2588499,1018258,2,Passeggero,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2588509,1026372,2,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2588512,1008496,2,Conducente,1991,M,Rimandato,False,,NON DECEDUTO,z,
2588513,1008494,1,Conducente,1965,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588513,1008504,2,Conducente,1963,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588513,1008508,3,Conducente,1971,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588514,1008492,1,Conducente,1977,F,Rifiuta cure immediate,False,Utilizzato,NON DECEDUTO,z,Inesploso
2588524,1008505,1,Conducente,1954,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2588530,1008555,2,Conducente,1992,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2588536,1008601,1,Conducente,1958,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2588536,1008606,2,Conducente,1986,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2588538,1008523,1,Conducente,1990,M,Rimandato,False,,NON DECEDUTO,z,
2588539,1008534,1,Conducente,1963,M,Rimandato,False,,NON DECEDUTO,z,
2588539,1008535,2,Conducente,1969,M,Rimandato,False,,NON DECEDUTO,z,
2588545,1008622,2,Conducente,1991,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588545,1008622,2,Passeggero,1988,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588555,1008592,2,Passeggero,2002,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2588687,1008548,3,Conducente,1985,M,Rimandato,False,,NON DECEDUTO,z,
2588689,1008553,2,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2588714,1008563,2,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2588722,1008564,1,Conducente,1986,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2588860,1008588,2,Conducente,1962,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2588872,1008591,2,Conducente,1999,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2588894,1008598,2,Conducente,1969,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2589056,1008639,1,Passeggero,1989,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2589056,1008642,2,Passeggero,1966,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2589064,1008646,2,Conducente,1964,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2589456,1008741,1,Conducente,1974,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2589460,1008785,2,Conducente,1944,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2589478,1008780,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2589485,1008748,2,Conducente,1962,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2589486,1008742,1,Passeggero,1987,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2589545,1008765,1,Conducente,1987,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2589593,1008781,1,Conducente,1999,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2589767,1008820,2,Conducente,1970,M,Rimandato,False,Esente,NON DECEDUTO,z,
2589869,1008844,1,Conducente,1967,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590031,1008865,1,Conducente,1997,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590061,1008868,1,Passeggero,1965,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2590061,1008868,1,Conducente,1960,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesistente
2590061,1008868,1,Passeggero,0,M,Rimandato,False,,NON DECEDUTO,z,
2590188,1008887,1,Conducente,1987,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590486,1008955,1,Passeggero,1991,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590486,1008955,1,Conducente,1958,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590494,1008948,1,Passeggero,2004,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590494,1008948,1,Conducente,1972,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590494,1008948,1,Passeggero,1944,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590496,1008953,1,Passeggero,1944,F,Rimandato,False,Non utilizzato,NON DECEDUTO,z,Inesploso
2590540,1008961,2,Conducente,1968,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590542,1008958,1,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590542,1008958,1,Passeggero,1984,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590572,1008971,1,Conducente,1985,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590598,1008975,1,Passeggero,2007,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2590598,1008975,1,Conducente,1963,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2590667,1008995,2,Conducente,1985,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2590729,1009009,1,Conducente,1998,F,Rimandato,False,,NON DECEDUTO,z,
2590849,1009025,1,Conducente,1978,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590901,1009032,1,Passeggero,1978,F,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2590901,1009032,1,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2590956,1009047,2,Passeggero,1941,F,Rimandato,False,Esente,NON DECEDUTO,z,Inesploso
2591183,1009074,1,Passeggero,1975,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2591236,1009088,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2591268,1009097,1,Passeggero,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591503,1009138,1,Conducente,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591503,1009143,2,Conducente,1955,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591518,1009140,1,Conducente,1992,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591537,1009145,2,Conducente,1990,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2591539,1009560,1,Passeggero,1980,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2591539,1009560,1,Conducente,1976,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2591554,1009146,1,Conducente,1941,M,Rifiuta cure immediate,False,Utilizzato,NON DECEDUTO,z,Inesploso
2591554,1009147,2,Passeggero,1987,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2591567,1009149,1,Conducente,1984,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2591567,1009150,2,Conducente,1974,M,Prognosi riservata,False,Utilizzato,NON DECEDUTO,z,
2591585,1011030,2,Conducente,1973,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591615,1025552,1,Conducente,1946,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591678,1009189,1,Conducente,1958,M,Ricoverato,False,,NON DECEDUTO,z,
2591678,1009189,1,Passeggero,1958,F,Ricoverato,False,,NON DECEDUTO,z,
2591678,1009194,2,Passeggero,1988,F,Prognosi riservata,False,,NON DECEDUTO,z,
2591678,1009194,2,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2591678,1009201,3,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2591678,1009201,3,Passeggero,1988,F,Rimandato,False,,NON DECEDUTO,z,
2591678,1009201,3,Passeggero,1988,F,Rimandato,False,,NON DECEDUTO,z,
2591678,1009201,3,Passeggero,1988,M,Rimandato,False,,NON DECEDUTO,z,
2591679,1009177,1,Conducente,1986,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2591689,1009179,1,Conducente,1993,M,Ricoverato,False,,NON DECEDUTO,z,
2591693,1009184,2,Conducente,1955,M,Rimandato,False,,NON DECEDUTO,z,
2591695,1009182,1,Conducente,1992,M,Rimandato,False,,NON DECEDUTO,z,
2591699,1009186,1,Passeggero,1981,F,Rimandato,False,,NON DECEDUTO,z,
2591724,1009205,2,Conducente,1975,M,Rimandato,False,,NON DECEDUTO,z,
2591727,1009215,1,Passeggero,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2591727,1009215,1,Passeggero,1997,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2591735,1009230,2,Conducente,1943,M,Prognosi riservata,False,Esente,NON DECEDUTO,z,
2591753,1009220,1,Conducente,1976,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2591771,1009223,1,Conducente,1986,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2591771,1009241,2,Conducente,1982,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Esploso
2591779,1009245,2,Conducente,1990,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2591795,1009244,2,Conducente,1975,M,Rimandato,False,,NON DECEDUTO,z,
2591832,1009252,1,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2591864,1009268,1,Passeggero,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2591864,1009268,1,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2591882,1009277,1,Conducente,1969,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2591925,1009305,2,Conducente,1966,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2591985,1009333,1,Conducente,1993,M,Rimandato,False,,NON DECEDUTO,z,
2591995,1009344,1,Conducente,1986,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592010,1009403,2,Conducente,1994,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592015,1009361,3,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592030,1009815,2,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2592034,1009384,2,Conducente,1966,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2592047,1009380,1,Conducente,1968,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2592061,1009389,1,Conducente,1970,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2592061,1009393,2,Conducente,1961,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2592083,1009399,2,Passeggero,1954,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2592092,1009401,1,Conducente,1998,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2592193,1009442,2,Conducente,1988,F,Rimandato,False,,NON DECEDUTO,z,
2592205,1009434,2,Conducente,1993,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592276,1009438,1,Conducente,1937,M,Rimandato,False,,NON DECEDUTO,z,Esploso
2592276,1009445,2,Conducente,1988,M,Rimandato,False,,NON DECEDUTO,z,
2592276,1009445,2,Passeggero,1993,M,Rimandato,False,,NON DECEDUTO,z,
2592287,1009450,1,Conducente,1972,M,Rimandato,False,,NON DECEDUTO,z,
2592345,1009471,2,Conducente,1947,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592345,1009471,2,Passeggero,1948,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592350,1009480,2,Conducente,1953,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2592353,1009490,2,Conducente,1998,F,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2592393,1009488,1,Conducente,1980,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2592450,1009501,3,Conducente,1981,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2592450,1009503,4,Conducente,1979,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2592524,1009513,1,Conducente,1967,F,Rimandato,False,,NON DECEDUTO,z,
2592563,1009542,2,Conducente,1968,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,Inesploso
2592621,1009556,2,Conducente,1981,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2592623,1009557,1,Conducente,1971,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592827,1009604,2,Conducente,1970,F,Rimandato,False,,NON DECEDUTO,z,
2592839,1009605,1,Conducente,1973,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2592866,1009607,1,Conducente,0,F,Rimandato,False,,NON DECEDUTO,z,
2592891,1009616,1,Conducente,1963,F,Rimandato,False,,NON DECEDUTO,z,
2592891,1009627,2,Conducente,1969,F,Rimandato,False,,NON DECEDUTO,z,Esploso
2592898,1009620,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2592901,1026039,2,Conducente,1972,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592911,1009626,1,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592924,1009624,2,Conducente,1976,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592958,1009634,2,Conducente,1987,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592984,1009714,1,Passeggero,1988,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2592984,1009714,1,Passeggero,1982,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2592984,1009714,1,Passeggero,1994,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2592984,1009749,4,Conducente,1968,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2592989,1009644,1,Conducente,1998,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2592995,1009646,1,Conducente,1956,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593014,1009691,2,Conducente,1987,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593070,1009717,1,Conducente,1987,M,Rimandato,False,,NON DECEDUTO,z,
2593081,1009671,1,Conducente,1961,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593081,1009678,2,Conducente,1978,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593081,1009678,2,Passeggero,1979,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593106,1009682,1,Conducente,1956,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2593112,1009685,1,Conducente,1996,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2593171,1009706,1,Conducente,1989,M,Rimandato,False,,NON DECEDUTO,z,
2593205,1009724,2,Conducente,1962,M,Ricoverato,False,,NON DECEDUTO,z,
2593225,1009731,1,Conducente,1951,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2593228,1009821,2,Conducente,1974,F,Rimandato,False,,NON DECEDUTO,z,
2593271,1009754,2,Conducente,1955,M,Rimandato,False,,NON DECEDUTO,z,
2593334,1009881,2,Conducente,1977,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2593385,1009793,2,Passeggero,1943,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2593385,1009799,3,Conducente,1987,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2593392,1009797,1,Passeggero,1991,M,Rimandato,False,,NON DECEDUTO,z,
2593392,1009797,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2593467,1009840,1,Conducente,1984,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2593474,1009841,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2593481,1009850,2,Conducente,1986,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2593501,1009854,2,Conducente,1949,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593502,1009872,2,Conducente,1943,M,Ricoverato,False,,NON DECEDUTO,z,
2593503,1009862,2,Conducente,1980,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593508,1009859,2,Conducente,1996,M,Rimandato,False,,NON DECEDUTO,z,
2593515,1009863,2,Conducente,1963,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593516,1009864,1,Conducente,1971,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593536,1009877,2,Conducente,1970,M,Rimandato,False,,NON DECEDUTO,z,
2593538,1009878,2,Conducente,1990,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593593,1009885,2,Conducente,0,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2593753,1009950,2,Conducente,1987,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2593768,1009938,1,Conducente,1985,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2593768,1009938,1,Passeggero,1986,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2593768,1009943,2,Conducente,1982,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2593810,1009937,1,Conducente,1962,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593863,1009946,1,Conducente,1985,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593906,1009961,1,Passeggero,1999,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593906,1009961,1,Conducente,1959,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593935,1009964,1,Conducente,1951,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2593980,1009978,2,Conducente,1982,M,Ricoverato,False,Non accertato,NON DECEDUTO,z,
2594249,1010138,2,Conducente,1961,M,Rimandato,False,,NON DECEDUTO,z,
2594258,1010140,2,Conducente,1948,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594290,1010143,1,Conducente,1955,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594309,1010164,2,Conducente,1969,M,Rimandato,False,,NON DECEDUTO,z,
2594329,1010155,2,Conducente,1983,M,Rimandato,False,Esente,NON DECEDUTO,z,
2594333,1010295,1,Conducente,1985,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2594334,1010159,2,Conducente,1970,F,Rimandato,False,,NON DECEDUTO,z,
2594347,1010153,1,Conducente,1957,M,Rimandato,False,,NON DECEDUTO,z,
2594359,1010460,1,Conducente,1989,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2594359,1010464,2,Conducente,1970,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2594363,1010161,2,Conducente,1992,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2594376,1010171,2,Passeggero,1980,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2594376,1010171,2,Conducente,1987,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2594395,1010170,1,Passeggero,2001,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594395,1010170,1,Conducente,1966,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594400,1010181,1,Conducente,1957,F,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2594423,1010186,1,Conducente,1968,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2594473,1010197,1,Conducente,1985,F,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2594486,1010260,2,Conducente,1992,M,Rimandato,False,,NON DECEDUTO,z,
2594519,1010239,2,Conducente,1977,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2594531,1010237,1,Conducente,1996,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594547,1010265,3,Passeggero,1966,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594547,1010265,3,Conducente,1980,F,Rimandato,False,,NON DECEDUTO,z,
2594551,1010248,1,Conducente,1961,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2594569,1010263,2,Conducente,1983,M,Rimandato,False,,NON DECEDUTO,z,
2594611,1010272,2,Conducente,1988,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2594611,1010272,2,Passeggero,1975,M,Prognosi riservata,False,Non accertato,DECEDUTO ENTRO 1 MESE,z,
2594611,1010272,2,Passeggero,1975,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594627,1010323,1,Conducente,1995,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,
2594686,1010331,2,Conducente,1997,M,Rimandato,False,,NON DECEDUTO,z,
2594687,1010297,1,Conducente,1984,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2594694,1010306,2,Conducente,1961,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2594787,1010345,2,Conducente,1948,M,Rimandato,False,,NON DECEDUTO,z,
2594920,1010382,1,Conducente,1980,M,Rifiuta cure immediate,False,,NON DECEDUTO,z,
2594972,1014508,1,Passeggero,0,F,Rimandato,False,,NON DECEDUTO,z,
2594972,1014508,1,Passeggero,1980,M,Rimandato,False,,NON DECEDUTO,z,
2595035,1010414,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2595107,1010428,2,Conducente,1966,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2595133,1010436,2,Conducente,1976,M,Rimandato,False,Esente,NON DECEDUTO,z,
2595137,1010447,2,Conducente,1991,F,Rimandato,False,,NON DECEDUTO,z,
2595237,1010472,2,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2595259,1010478,1,Conducente,1976,M,Rimandato,False,,NON DECEDUTO,z,
2595259,1010478,1,Passeggero,1985,F,Rimandato,False,Non accertato,NON DECEDUTO,z,
2595359,1010496,2,Conducente,1963,M,Rimandato,False,,NON DECEDUTO,z,
2595415,1010513,1,Conducente,0,M,Rimandato,False,,NON DECEDUTO,z,
2595420,1010516,3,Conducente,1956,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2595688,1010602,2,Conducente,1997,M,Rimandato,False,,NON DECEDUTO,z,
2595727,1010603,1,Conducente,1975,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2595781,1010607,2,Conducente,1992,M,Rifiuta cure immediate,False,Non accertato,NON DECEDUTO,z,Inesploso
2595785,1010718,1,Passeggero,1974,F,Ricoverato,False,,NON DECEDUTO,z,
2595789,1010764,1,Conducente,1986,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Esploso
2595789,1010785,2,Conducente,1987,M,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2595798,1010610,2,Conducente,1991,M,Rimandato,False,Non accertato,NON DECEDUTO,z,
2595843,1010612,1,Passeggero,1993,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2595848,1010620,2,Conducente,1964,F,Rimandato,False,,NON DECEDUTO,z,Inesploso
2595861,1010622,2,Passeggero,1989,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2595876,1010623,1,Passeggero,1958,F,Rimandato,False,Non accertato,NON DECEDUTO,z,Inesploso
2595880,1010628,2,Conducente,1961,M,Rimandato,False,Utilizzato,NON DECEDUTO,z,
2596008,1010668,2,Conducente,1979,M,Rimandato,False,,NON DECEDUTO,z,
